# qsgw_contract_version 5
# fixed_basis immutable_mf0
# live_update eigenvalues_wfc
# velocity disabled_stage1
# headwing disabled_stage1
# symmetry input_kstar_live
# hartree disabled_stage1
# band disabled_stage1
# h_qsgw_cut disabled_non_band
# qsgw_input_contract /home/bhj/ai-runs/librpa-qsgw-gate-a-shrink-off-candidate-recovery-20260722-07785fa4-v1/input-views/candidate/qsgw_input.full.contract
# qsgw_input_contract_sha256 5f7ebe1dfc4d4b18d374f80787b5450745478d469681ac6cf93c99b06c828bc1
# qsgw_mixer none
# qsgw_mixing_beta 0.20000000000000001
# iter channel spin kpoint kx ky kz band energy_eV
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0 -5.69012481868942110e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 1 6.28506363001130186e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 2 6.28506363064807516e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 3 6.28506363064807516e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 4 8.86227461483515810e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 5 8.86227461496678082e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 6 8.86227461496678082e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 7 9.74722580897865676e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 8 1.39450787324992920e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 9 1.39450787324993186e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 10 1.45809346276577845e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 11 1.81433379129426982e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 12 1.81433379455208765e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 13 1.81433379455211217e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 14 3.05428319969192401e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 15 3.05428319969195385e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 16 3.15545480706618768e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 17 3.15545480706629959e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 18 3.15545480768929316e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 19 3.23919213940538313e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 20 3.23919214567540408e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 21 3.23919214567543676e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 22 4.23169621558994322e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 23 4.23169622292303345e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 24 4.23169622292306613e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 25 4.63999008807849194e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 26 4.63999008807849549e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 27 5.11543518370613413e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 28 5.11543520862886041e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 29 5.11543520862886041e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 30 5.61716896249917355e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 31 5.61716896249940660e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 32 5.80106203700904928e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 33 5.80106204887674579e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 34 5.80106204887726093e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 35 8.67172840338681965e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 36 8.84336064534422235e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 37 9.34645861480072142e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 38 9.34645861480420024e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 39 9.34645863398542360e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 40 1.49377128287960943e+02
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 41 1.89183533379206665e+02
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 42 1.89183533379895863e+02
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 43 1.89183535198945634e+02
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 0 -4.89231872676202784e+00
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 1 2.34526751934443967e+00
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 2 5.53197202705765534e+00
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 3 5.53197202705768287e+00
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 4 8.31391092089813277e+00
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 5 9.80126448909364889e+00
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 6 9.80126448909367554e+00
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 7 1.34054159518861820e+01
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 8 1.35717916753117525e+01
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 9 1.35717916753118075e+01
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 10 1.61011083322591055e+01
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 11 1.86704501650944827e+01
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 12 2.14711246552306143e+01
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 13 2.14711246552306143e+01
0 0 0 1 2.50000000000035305e-01 2.50000000000035305e-01 2.50000000000035305e-01 14 2.50699654363058038e+01
